isbn13,title,authors,categories,average_rating,ratings_count,weighted_rating
9780192752536,Party Shoes,Noel Streatfeild,Children's stories,3.64,417.0,3.9141255731007285
9781423100188,Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,3.83,1364.0,3.9140661870901416
9780449007389,Murder at Ford's Theatre,Margaret Truman,Fiction,3.72,592.0,3.9140326418843543
9781594489259,The Ghost Map,Steven Johnson,History,3.91,30268.0,3.9138342846694183
9780345461612,Running from the Deity,Alan Dean Foster,Fiction,3.8,1025.0,3.9137453717050468
9780393324358,Fanny,Erica Jong,Fiction,3.79,943.0,3.9137305395521995
9780273704744,"Traders, Guns & Money",Satyajit Das,Business & Economics,3.83,1398.0,3.913679479786091
9781406917895,"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",Hardpress,History,3.72,605.0,3.9136503550136696
9781861979339,Talk to the Hand,Lynne Truss,Conduct of life,3.32,198.0,3.9135882826519595
9780023513206,Reason in History,Georg Wilhelm Friedrich Hegel,Philosophy,3.64,430.0,3.913570771022293
9780099285557,Set this House on Fire,William Styron,Americans,3.7,551.0,3.913564343502914
9780553581850,A Kiss to Remember,Teresa Medeiros,Fiction,3.88,3522.0,3.9135076277521814
9780553573305,Brightness Reef,David Brin,Fiction,3.9,8792.0,3.9134572262876137
9780060773755,A Quick Bite,Lynsay Sands,Fiction,3.91,34478.0,3.913435425270259
9780451528209,Madame Bovary,Gustave Flaubert;Mildred Marmur,Fiction,3.66,468.0,3.913410478617751
9780060854942,Continental Drift,Russell Banks,Fiction,3.87,2744.0,3.9133507058821646
9780671578633,The Man Who Sold The Moon,Robert A. Heinlein,Fiction,3.9,8933.0,3.913330103339348
9780300095241,How Democratic is the American Constitution?,Robert A. Dahl,History,3.64,436.0,3.9133154652516144
9780765343116,Pet Peeve,Piers Anthony,Fiction,3.86,2236.0,3.913309652151647
9781596871328,Roger Zelazny's To Rule in Amber,John Gregory Betancourt,Fiction,3.75,730.0,3.913307322346922
9780141183596,Tender is the Night,F. Scott Fitzgerald,Fiction,3.82,1278.0,3.9133028647026222
9781569719367,Creatures of the Night,Neil Gaiman;Michael Zulli;Todd Klein,Comics & Graphic Novels,3.84,1627.0,3.913299885826442
9781416541189,More Twisted,Jeffery Deaver,Fiction,3.84,1630.0,3.913271039906725
9780425217245,The Harlequin,Laurell K. Hamilton,Fiction,3.91,37413.0,3.9132031321519127
9780156031639,Three Guineas,Virginia Woolf;Jane Marcus;Mark Hussey,Fiction,3.86,2270.0,3.913090304053362
9780965429900,Desire and Duty,Teddy F. Bader;Marilyn Bader,Fiction,2.85,114.0,3.9129794023445816
9780393956535,The Scarlet Letter,Nathaniel Hawthorne;Seymour Lee Gross,Adultery,3.39,232.0,3.9129550548120866
9780345468369,Oh My Stars,Lorna Landvik,Fiction,3.89,5339.0,3.9128463857547215
9781841957951,Adiós Hemingway,Leonardo Padura Fuentes;Leonardo Padura,Fiction,3.71,604.0,3.912764175219818
9780679731375,A History of the World in 10 1/2 Chapters,Julian Barnes,Fiction,3.9,9619.0,3.912744380532527
9780575073357,The Man in the High Castle,Philip K. Dick,Alternative histories (Fiction),3.63,437.0,3.9125933602844283
9780747566755,The Story of Mr Sommer,Patrick Süskind;Michael Hofmann,Fiction,3.85,1974.0,3.9125850770302106
9780802151544,"Destroy, She Said",Marguerite Duras,Fiction,3.68,532.0,3.912555603995087
9780451205551,Trauma,Graham Masterton,Fiction,3.54,333.0,3.9125016328739686
9780385721875,The Age of Grief,Jane Smiley,Fiction,3.82,1341.0,3.912501408456072
9780451408693,Shadow Lover,Anne Stuart,Fiction,3.8,1105.0,3.912463417739435
9780099461098,Underground,Haruki Murakami,Cults,3.9,10003.0,3.9124384436958
9780449003886,The Bride Finder,Susan Carroll,Fiction,3.81,1215.0,3.912432761761724
9781857880786,Snapshots From Hell,Peter Robinson,Business & Economics,3.69,560.0,3.9124165040199816
9781586857721,It's Easy Being Green,Crissy Trask,House & Home,3.53,326.0,3.912398378758388
9780812511185,The Sixth Book of Lost Swords,Fred Saberhagen,Fiction,3.81,1221.0,3.9123475697361396
9780385335102,Aches & Pains,Maeve Binchy,Humor,3.54,337.0,3.9122662540924833
9780345463098,Yoda,Sean Stewart,Fiction,3.88,3889.0,3.9122632452092327
9780446300001,Heat,William Goldman,Fiction,3.38,236.0,3.9122403908927956
9780393060911,Coach,Michael M. Lewis,Biography & Autobiography,3.82,1367.0,3.912174648275391
9780451530158,A Portrait of the Artist as a Young Man,James Joyce,Fiction,3.61,417.0,3.9121740111491663
9780064471961,Shade's Children (rack),Garth Nix,Juvenile Fiction,3.9,10368.0,3.9121609568320843
9780380713813,Made in America,Bill Bryson,Language Arts & Disciplines,3.9,10432.0,3.9121135723942677
9780374530303,Martin and John,Dale Peck,Fiction,3.73,694.0,3.912110875915951
9780099498667,Firefly Summer,Maeve Binchy,Domestic fiction,3.9,10461.0,3.9120922226761436
9780786939183,Player's Handbook II,David Noonan,Games,3.75,783.0,3.9120300247141033
9780060004507,An Old-Fashioned Thanksgiving,Louisa May Alcott;James Bernardin,Juvenile Fiction,3.7,599.0,3.912009322305577
9780752865331,The Maltese Falcon,Dashiell Hammett,Crime investigations,3.91,66425.0,3.9119199021651165
9780375726798,The Light of Day,Eric Ambler,Fiction,3.74,742.0,3.9119146958121735
9781416916321,Same Sex in the City,Lauren Levin;Lauren Blitzer,Self-Help,3.58,385.0,3.9118791917797116
9780745950549,The Gifts of the Jews,Thomas Cahill,Bible,3.87,3066.0,3.9118098578766394
9780756403584,Shadowplay,Tad Williams,Fiction,3.89,5930.0,3.9117139584399343
9780385086165,A Man of the People,Chinua Achebe,Fiction,3.87,3089.0,3.9117039780857104
9780312010447,How to Write a Damn Good Novel,James N. Frey,Language Arts & Disciplines,3.85,2093.0,3.9116640537911818
9780470043608,Crash Proof,Peter D. Schiff;John Downes,Business & Economics,3.79,1066.0,3.9115746651512477
9780765350503,The Wizard,Gene Wolfe,Fiction,3.86,2529.0,3.911476834752435
9780385732536,Messenger,Lois Lowry,Juvenile Fiction,3.91,89571.0,3.911454895057189
9780142001806,The Eyre Affair,Jasper Fforde,Fiction,3.91,93927.0,3.9113914692464133
9781400071579,Scoop,Rene Gutteridge,Fiction,3.62,450.0,3.9113247902795862
9780425212134,Bit the Jackpot,Erin McCarthy,Fiction,3.88,4186.0,3.911321900431657
9780425146224,A New Leash on Death,Susan Conant,Fiction,3.79,1081.0,3.91131688235063
9780786937424,Amber and Ashes,Margaret Weis,Fiction,3.86,2560.0,3.911290264515704
9780064403368,Child of the Owl,Laurence Yep,Juvenile Fiction,3.6,423.0,3.9112321768897633
9780393964523,Robinson Crusoe,Daniel Defoe;Michael Shinagel,Fiction,3.67,547.0,3.9111858805044064
9780765352392,Among the Dolls,William Sleator,Juvenile Fiction,3.66,527.0,3.911117434909542
9780764551536,Philosophy For Dummies,Tom Morris,Philosophy,3.65,510.0,3.910989652092253
9780439746861,Heather the Violet Fairy,Daisy Meadows,Juvenile Fiction,3.85,2197.0,3.91088104208894
9780451529251,Wuthering Heights,Emily Bronte;Emily Brontë,Fiction,3.84,1894.0,3.910818530535858
9780143036388,On the Road,Jack Kerouac,Fiction,3.63,480.0,3.9107161711611544
9780143035169,Jane Austen,Carol Shields,Biography & Autobiography,3.85,2221.0,3.9107031627925792
9780758208453,Bad Boys Over Easy,Erin McCarthy;Jen Nicholas;Jordan Summers,Fiction,3.78,1034.0,3.9106568650565934
9780152056780,Voices,Ursula K. Le Guin,Juvenile Fiction,3.87,3353.0,3.910525981540077
9780722540404,Mutant Message from Forever,Marlo Morgan,Aboriginal Australians,3.73,755.0,3.910464706400762
9780553157277,Jessica's Bad Idea,Jamie Suzanne;Francine Pascal,Juvenile Fiction,3.48,317.0,3.910431988426599
9780747563655,Stanley Yelnats' Survival Guide to Camp Green Lake,Louis Sachar,"Adventure stories, American",3.62,470.0,3.9104233094757195
9780141186696,The Bell,Iris Murdoch,Fiction,3.88,4502.0,3.9103788337551695
9780804119436,Horse Heaven,Jane Smiley,Fiction,3.88,4504.0,3.9103730457947505
9780060927547,Mr. Ives' Christmas,Oscar Hijuelos,Fiction,3.76,912.0,3.910323805071351
9780553260458,Fire Watch,Connie Willis,Fiction,3.87,3402.0,3.9103146222792313
9780679762706,Art & Lies,Jeanette Winterson,Fiction,3.87,3407.0,3.9102931789015125
9780143038092,The Joy Luck Club,Amy Tan,Fiction,3.91,550264.0,3.910249949020834
9780451147950,"Capitalism, the Unknown Ideal",Ayn Rand;Clarence Belden Randall,Capitalism,3.87,3426.0,3.910211901687389
9780449001967,Murder in Foggy Bottom,Margaret Truman,Fiction,3.7,657.0,3.9101602879544295
9780521348881,Hegel: Elements of the Philosophy of Right,Georg Wilhelm Fredrich Hegel,History,3.86,2755.0,3.910146995681301
9780747252139,Never Far from Nowhere,Andrea Levy,Blacks,3.68,601.0,3.9101222208695368
9780345448194,Boogaloo on 2nd Avenue,Mark Kurlansky,Fiction,3.15,182.0,3.910115939430621
9780425198803,Master of the Night,Angela Knight,Fiction,3.88,4597.0,3.9101063199611854
9780812552843,The Fourth Book of Lost Swords,Fred Saberhagen,Fiction,3.83,1736.0,3.9100201772447445
9780152050863,Doomed Queen Anne,Carolyn Meyer,Juvenile Fiction,3.87,3478.0,3.9099911263000076
9780671524098,Sharp Edges,Jayne Ann Krentz,Fiction,3.86,2794.0,3.909924430847984
9780373772520,Reckless Love,Elizabeth Lowell,Fiction,3.78,1076.0,3.9098806033127906
9780192832436,Exemplary Stories,Miguel de Cervantes Saavedra;Lesley Lipson,Fiction,3.73,777.0,3.909878284401454
9780312971397,Cuba,Stephen Coonts,Fiction,3.81,1400.0,3.9098696047027954
9780312424084,A Home at the End of the World,Michael Cunningham,Fiction,3.9,14277.0,3.909815786927588
9780312852535,The Humanoids,Jack Williamson,Fiction,3.75,880.0,3.909743346301814
9788179921623,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin Sharma,Health & Fitness,3.82,1568.0,3.9097243782402304
9780345442635,The Silent Gondoliers,William Goldman,Fiction,3.8,1290.0,3.909606762773342
9780446600705,Assumed Identity,David Morrell,Fiction,3.78,1091.0,3.909605597624158
9781557092649,The Mystery of the Moss-Covered Mansion,Carolyn Keene,Juvenile Fiction,3.88,4787.0,3.9095757013955095
9780446359207,Carrion Comfort,Dan Simmons,Fiction,3.9,15056.0,3.909452519922037
9780441004096,Tramp Royale,Robert Anson Heinlein,Biography & Autobiography,3.7,680.0,3.909435950244475
9780747569121,Sideways Arithmetic from Wayside School,Louis Sachar,Arithmetic,3.87,3627.0,3.9093717372177377
9780684830513,The Sun Also Rises,Ernest Hemingway,Fiction,3.82,1599.0,3.9093580236384398
9780312421977,This Side of Brightness,Colum McCann,Fiction,3.85,2410.0,3.9093378698680796
9780060936198,The Girl in the Glass,Jeffrey Ford,Fiction,3.72,756.0,3.9093178434594873
9780393327069,Country of Origin: A Novel,Don Lee,Fiction,3.45,312.0,3.9092888394542555
9780679767398,"South of the Border, West of the Sun",Haruki Murakami,Fiction,3.87,3650.0,3.909277832159173
9780060511135,Whirlpool,Elizabeth Lowell,Fiction,3.78,1115.0,3.909168002668581
9780195061666,Alcestis,Euripides,Medical,3.83,1824.0,3.909119377654411
9781416501626,Dirty Little Secrets,Julie Leto,Fiction,3.58,440.0,3.9090418458740053
9780140620122,Wuthering Heights,Emily Brontë,Fiction,3.84,2101.0,3.9090074379922717
9780312288013,Serious Girls,Maxine Swann,Fiction,3.19,202.0,3.9089662975616712
9780451192523,Ritual Sins,Anne Stuart,Fiction,3.69,664.0,3.9089418986772233
9780743499262,Irish Girls Are Back in Town,Cecelia Ahern;Patricia Scanlan;Gemma O'Connor;Sarah Webb,Fiction,3.72,772.0,3.9088701016176706
9780751533118,The Waiting Sands,Susan Howatch,Fiction,3.43,305.0,3.9088307791797634
9780345485250,Thirteen,Richard K. Morgan,Fiction,3.89,7778.0,3.9088001056526416
9780756403256,Crossroads and Other Tales of Valdemar,Mercedes Lackey,Fiction,3.86,3002.0,3.9087700125031484
9780060506049,Worlds Enough & Time,Dan Simmons,Fiction,3.75,923.0,3.908750183259562
9781595324849,RG Veda,Clamp,Comics & Graphic Novels,3.72,785.0,3.9085078678079066
9780312890384,Pacific Edge,Kim Stanley Robinson,Fiction,3.78,1154.0,3.908463178840665
9780071433716,Slim to None,Jennifer Hendricks,Biography & Autobiography,3.65,574.0,3.9084462225389536
9780140441376,The Nibelungenlied,A. Hatto,Literary Collections,3.87,3893.0,3.9083123990359283
9780312864743,Ports of Call,Jack Vance,Fiction,3.53,395.0,3.908268063236245
9780312861438,The Memory of Whiteness,Kim Stanley Robinson,Fiction,3.56,431.0,3.90816102346094
9780679867128,Daisy-head Mayzie,Dr. Seuss,Juvenile Fiction,3.86,3128.0,3.9080963086165763
9780156572040,"Marcovaldo, Or, The Seasons in the City",Italo Calvino,Fiction,3.88,5381.0,3.9080311629310893
9780688151324,Behind a Mask,Louisa May Alcott,Fiction,3.76,1019.0,3.9080300124737346
9780505524744,Aphrodite's Passion,Julie Kenner,Fiction,3.62,524.0,3.9080169480945095
9780426203674,Cat's Cradle,Andrew Cartmel,Fiction,3.52,391.0,3.907892619331784
9780425099339,Shattered,Dean Ray Koontz,Fiction,3.9,19255.0,3.907880484982878
9780393313963,Girl with Curious Hair,David Foster Wallace,Fiction,3.88,5471.0,3.907811104517866
9780141180632,Vineland,Thomas Pynchon,Fiction,3.68,668.0,3.9078076119300347
9780813516707,Moods,Louisa May Alcott,Fiction,3.4,300.0,3.9077811075309175
9780060787035,Cracks in My Foundation,Marian Keyes,Fiction,3.81,1569.0,3.907637734135865
9781551114125,The Governess,Sarah Fielding,Fiction,2.62,119.0,3.907631961220327
9780689869037,Invisible,Pete Hautman,Juvenile Fiction,3.84,2269.0,3.9076042790969705
9780679736530,The Hamlet,William Faulkner,Fiction,3.87,4082.0,3.907593702882702
9780141007472,Under The Duvet,Marian Keyes,Fiction,3.51,386.0,3.90759155934772
9781416500339,Oedipus the King,Sophocles;Frederic Will;Bernard Knox,Drama,3.69,706.0,3.9075692734214935
9780843947663,Mischief,Douglas Clegg,Fiction,3.49,368.0,3.9075595920564266
9780141010311,Golden Buddha,Clive Cussler;Craig Dirgo,"Cabrillo, Juan (Fictitious character)",3.89,8822.0,3.9074753011234336
9780007204465,Tropic of Cancer,Henry Miller,Fiction,3.69,709.0,3.9074718870482217
9781585425242,Fear of Fifty,Erica Jong,Biography & Autobiography,3.56,445.0,3.9074039459432215
9780553273861,The Delta Star,Joseph Wambaugh,Fiction,3.64,580.0,3.9073279511609846
9780439405577,Don't Know Much about American History,Kenneth C. Davis,United States,3.9,21169.0,3.9073251831114484
9780140431056,Redburn,Herman Melville,Fiction,3.61,522.0,3.9073041640718227
9780679742586,"Caramelo, Or, Puro Cuento",Sandra Cisneros,Fiction,3.89,9001.0,3.9072666825595777
9780553409024,The Celestine Prophecy,James Redfield,Manuscripts,3.63,563.0,3.9071623954194767
9781891620416,White Widow,Jim Lehrer,Fiction,3.01,174.0,3.9071520458825155
9781420927320,The Trojan Women,Euripides;Gilbert Murray,Drama,3.87,4220.0,3.9070857420477263
9781843541677,Carpenter's Gothic,William Gaddis,Married people,3.76,1071.0,3.9069403623836845
9780843951424,The Hour Before Dark,Douglas Clegg,Fiction,3.75,1003.0,3.9069349229900228
9780743410588,Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,Biography & Autobiography,3.72,843.0,3.9069085324511166
9780671025700,The Last Dance,Ed McBain,Fiction,3.69,727.0,3.9068893947351575
9780345482402,Enchantment,Orson Scott Card,Fiction,3.9,23134.0,3.90683100721726
9780743487672,The Awakening and Selected Stories of Kate Chopin,Kate Chopin;Nina Baym,Fiction,3.89,9422.0,3.906795118792685
9780316013307,The Truth of the Matter,Robb Forman Dew,Fiction,3.06,187.0,3.906777792964515
9781599900056,The Drift House,Dale Peck,Juvenile Fiction,3.64,595.0,3.9067193040593393
9780345461278,Lost and Found,Alan Dean Foster,Fiction,3.68,702.0,3.906650753141248
9780451219718,What Angels Fear,C. S. Harris,Fiction,3.89,9606.0,3.9065970129954293
9780061094231,Dirt,Stuart Woods,Fiction,3.88,6000.0,3.9065844083104198
9780553588194,Exit Strategy,Kelley Armstrong,Fiction,3.88,6043.0,3.9064894344142855
9780060763725,Psyche in a Dress,Francesca Lia Block,Juvenile Fiction,3.84,2414.0,3.9064383068148256
9780140275650,Age of Iron,J. M. Coetzee,Fiction,3.85,2842.0,3.906436541690269
9780449218471,Journey,James A. Michener,Fiction,3.8,1507.0,3.906435579476543
9780446609197,A Highland Christmas,M. C. Beaton,Fiction,3.86,3455.0,3.9064317153937442
9780064401685,The Wish Giver,Bill Brittain,Juvenile Fiction,3.83,2117.0,3.906261022159483
9781405823517,The Pursuit of History,John Tosh;Sean Lang,History,3.45,354.0,3.9062497073486853
9780590440615,Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,3.83,2119.0,3.906242220711756
9780425199169,Blood Sport,Dick Francis,Fiction,3.87,4475.0,3.9061823566469034
9780393061437,IWoz,Steve Wozniak;Gina Smith,Biography & Autobiography,3.86,3523.0,3.9060999295908516
9780345481290,Throne of Jade,Naomi Novik,Fiction,3.9,27547.0,3.9059322293354684
9780340769201,Running Away from Richard,Chris Manby,Actresses,3.47,378.0,3.9057176307583195
9780312277109,An Unfortunate Woman,Richard Brautigan,Fiction,3.78,1312.0,3.905684741106594
9780385492164,The Girl in the Flammable Skirt,Aimee Bender,Fiction,3.88,6441.0,3.9056415509555413
9780872200470,Basic Political Writings,Jean-Jacques Rousseau,Philosophy,3.87,4653.0,3.9055774056563526
9780439746847,Sky the Blue Fairy,Daisy Meadows;Georgie Ripper,Juvenile Fiction,3.83,2191.0,3.9055714885260038
9780156010597,All the Names,José Saramago;Margaret Jull Costa,Fiction,3.89,10634.0,3.9055708824350956
9781887178945,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,Fiction,3.78,1322.0,3.905512929150602
9781585425495,Any Woman's Blues,,Fiction,3.51,422.0,3.905360423205478
9780553582000,The Secret Swan,Shana Abé,Fiction,3.66,681.0,3.905323213090451
9780061094224,Choke,Stuart Woods,Fiction,3.83,2218.0,3.905322996494924
9780192752796,Cart And Cwidder,Diana Wynne Jones,Juvenile Fiction,3.84,2560.0,3.905304235813164
9780743480697,The Sea Hunters,Clive Cussler;Craig Dirgo,Fiction,3.82,1963.0,3.9052698765082723
9780393011838,What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,Cooking,3.85,3058.0,3.9050897340112076
9780060931957,The Odyssey of Homer,Homer,Fiction,3.75,1100.0,3.904788842204764
9781595329141,Dragon Head,Minetaro Mochizuki,Comics & Graphic Novels,3.69,794.0,3.904748381887943
9780439744669,Sunny the Yellow Fairy,Daisy Meadows,Juvenile Fiction,3.83,2296.0,3.9046142238403885
9780684850276,The Fall of a Sparrow,Robert Hellenga,Fiction,3.69,799.0,3.904590298497397
9780441102679,Chapterhouse: Dune,Frank Herbert,Fiction,3.9,38651.0,3.904456754340569
9781586638474,No Fear : Julius Caesar,Sparknotes Editors,,3.67,740.0,3.9042725956958297
9780142003718,I Should be Extremely Happy in Your Company,Brian Hall,Fiction,3.37,325.0,3.9042287745766537
9780226321325,"Billy Budd, Sailor",Herman Melville,Fiction,3.11,219.0,3.9041785914876166
9780140119480,Americana,Don DeLillo,Fiction,3.43,367.0,3.9041631154386924
9780439507233,The Deep,Gordon Korman,Juvenile Fiction,3.78,1404.0,3.9041215931554216
9781567922967,A Void,Georges Perec,Fiction,3.8,1676.0,3.9040901593987605
9780440201045,Serenissima,Erica Jong,Fiction,3.26,271.0,3.904075261199496
9780312982010,Abandoned Prayers,Gregg Olsen,True Crime,3.78,1410.0,3.9040209982060503
9780451217608,Bitter is the New Black,Jen Lancaster,Biography & Autobiography,3.9,43933.0,3.9039852473392043
9780399154003,Under Orders,Dick Francis,Fiction,3.86,3985.0,3.9039654703950037
9780972121798,Tea with Jane Austen,Kim Wilson,Biography & Autobiography,3.78,1415.0,3.903937293553666
9780156032971,Foucault's Pendulum,Umberto Eco,Fiction,3.9,44658.0,3.903928204239164
9780765308375,7 Steps to Midnight,Richard Matheson,Fiction,3.48,415.0,3.9038494838636044
9780393924282,Paradise Lost,John Milton,Literary Criticism,3.81,1882.0,3.903757144848601
9780140276909,Jemima J.,Jane Green,Fiction,3.64,669.0,3.903756757096918
9780007120864,The Thirteen Problems,Agatha Christie,"Detective and mystery stories, English",3.89,12840.0,3.903747014188679
9780767903820,I'm a Stranger Here Myself,Bill Bryson,Biography & Autobiography,3.9,47490.0,3.9037202012773897
9780515094657,Dancing on my grave,Gelsey Kirkland,Biography & Autobiography,3.79,1555.0,3.9036986659118265
9780747268475,Sheer Mischief,Jill Mansell,Cornwall (England : County),3.83,2404.0,3.903654583937473
9780060976101,The Stars at Noon,Denis Johnson,Fiction,3.59,566.0,3.9035840156982795
9780872200562,Introduction to The Philosophy of History,G. W. F. Hegel;Leo Rauch,Philosophy,3.73,1023.0,3.903571488326235
9780552992091,The Hotel New Hampshire,John Irving,Fiction,3.9,49863.0,3.9035621520415162
9781400041985,Pnin,Vladimir Vladimirovich Nabokov,Fiction,3.89,13190.0,3.903496198765535
9780425192795,Goddess of the Sea,P. C. Cast,Fiction,3.88,7583.0,3.9034846481884866
9780140185331,The Third Man and the Fallen Idol,Graham Greene,Fiction,3.76,1243.0,3.9034477049533867
9780763628109,The Dragon's Eye,Dugald Steer,Juvenile Fiction,3.82,2139.0,3.903424446490079
9780618685509,Gossamer,Lois Lowry,Juvenile Fiction,3.89,13463.0,3.9033068271105145
9781857152746,The Prime of Miss Jean Brodie,Muriel Spark;Frank Kermode,Girls,3.78,1456.0,3.903255153870382
9781401300463,Pledged,Alexandra Robbins,Education,3.17,245.0,3.903225015824781
9780590419277,Radio Fifth Grade,Gordon Korman,Juvenile Fiction,3.55,509.0,3.9032017309345144
9780140443073,Love,Stendhal,Literary Collections,3.73,1043.0,3.903078124706903
9780425180051,Line of Control,Jeff Rovin;Steve R. Pieczenik,Fiction,3.85,3403.0,3.903067016625669
9780743203319,The Blackwater Lightship,Colm Toibin,Fiction,3.86,4194.0,3.9030634818001864
9780553572490,Vice,Jane Feather,Fiction,3.51,462.0,3.902910569686526
9781416516859,Deep Six,Clive Cussler,Fiction,3.89,14167.0,3.902842150021401
9780804001489,House of Incest,Anaïs Nin,Fiction,3.8,1774.0,3.902776845726472
9780440187356,Tinsel,William Goldman,Fiction,3.18,253.0,3.9026909673754564
9780812531145,Anthonology,Piers Anthony,Fiction,3.64,699.0,3.902574389027449
9780439176835,Castle,Garth Nix,Juvenile Fiction,3.87,5656.0,3.9025141923273123
9780330304214,A Gift of Wings,Richard Bach,Air pilots,3.79,1636.0,3.9024915234091084
9780099474463,Lady of Quality,Georgette Heyer,Fiction,3.87,5706.0,3.9023752338798596
9780375725036,Elect Mr. Robinson for a Better World,Donald Antrim,Fiction,3.67,795.0,3.9023744639588913
9780671737764,STINGER,Robert McCammon,Fiction,3.87,5715.0,3.9023503474019554
9781405835640,Spire,William Golding,Fiction,3.59,592.0,3.9023459177660595
9780385338059,Lucifer's Shadow,David Hewson,Fiction,3.58,575.0,3.9022789106640188
9780743496148,The Manolo Matrix,Julie Kenner,Fiction,3.61,635.0,3.902235651185297
9780786890910,Lost: Secret Identity - Novelization #2,Cathy Hapka,Fiction,2.92,189.0,3.902223859431266
9781932234299,Birthday,Kōji Suzuki;Glynne Walley,Fiction,3.68,837.0,3.90217099739672
9780786918140,Downfall,Jean Rabe,Fiction,3.68,840.0,3.902073457720549
9780373835492,The Foundling,Georgette Heyer,Fiction,3.85,3599.0,3.901982689668112
9780061120251,Daughter of Fortune,Isabel Allende,Fiction,3.9,95447.0,3.901961434982356
9780940450004,Typee,Herman Melville,,3.61,646.0,3.90175147117053
9780811201063,The Air-conditioned Nightmare,Henry Miller,Fiction,3.83,2627.0,3.9017491899850865
9780812574999,Up In a Heaval,Piers Anthony,Fiction,3.82,2318.0,3.901627728075674
9780679643425,The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,3.87,5994.0,3.9015974018201796
9780099448464,The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),3.6,628.0,3.9015961419624605
9780140231571,Whores for Gloria,William T. Vollmann,Fiction,3.69,896.0,3.901568887029639
9780743471220,The Diablo: The Sin War #1: Birthright,Richard A. Knaak,Fiction,3.74,1186.0,3.9012826486010295
9780066620107,What Would Machiavelli Do?,Stanley Bing,Humor,3.46,434.0,3.9012460157873035
9780143036081,The United States of Europe,T. R. Reid,History,3.62,681.0,3.901241855634557
9780441012398,Deerskin,Robin McKinley,Fiction,3.89,17073.0,3.90122423258956
9780385315289,Running from Safety,Richard Bach,Biography & Autobiography,3.79,1723.0,3.901223191960984
9780679761051,Beauty and Sadness,Yasunari Kawabata,Fiction,3.86,4649.0,3.9012223406675224
9780520241824,浅草紅団,Yasunari Kawabata,Fiction,3.35,349.0,3.9011066190971566
9780330488150,The Hunters,Claire Messud,American fiction,3.4,384.0,3.9010927053148214
9780156002080,This Is the Way the World Ends,James Morrow,Fiction,3.75,1275.0,3.9010619413158523
9780571207992,The Wars,Timothy Findley,Fiction,3.87,6229.0,3.900989871338661
9780061120060,Their Eyes Were Watching God,Zora Neale Hurston,Fiction,3.9,209110.0,3.9009249904637375
9780684852638,Shadow,Bob Woodward,History,3.71,1014.0,3.900900275424588
9780679734994,The Heidi Chronicles and Other Plays,Wendy Wasserstein,Drama,3.83,2732.0,3.9008857574245948
9781932664591,Wasteland Vol. 1,Antony Johnston,Comics & Graphic Novels,3.56,569.0,3.900839415592052
9780312321208,P.S. Your Cat Is Dead,James Kirkwood,Fiction,3.75,1291.0,3.900730130757311
9780553282801,Mitla Pass,Leon Uris,Fiction,3.84,3211.0,3.900685385008984
9781400034680,Love in the Time of Cholera,Gabriel García Márquez,Fiction,3.9,310177.0,3.9006293079597745
9780679723165,Lolita,Vladimir Vladimirovich Nabokov,Fiction,3.89,18462.0,3.9005867228905426
9780141186078,The Log from the Sea of Cortez,John Steinbeck,Biography & Autobiography,3.84,3226.0,3.9005866480428386
9781416509387,1635: Cannon Law,Eric Flint;Andrew Dennis,Fiction,3.75,1299.0,3.9005647714997354
9781569473641,Murder in the Bastille,Cara Black,Fiction,3.73,1148.0,3.9005333036889818
9780140298512,The Basque History of the World,Mark Kurlansky,History,3.84,3259.0,3.9003705536457556
9780765341174,Sarah,Orson Scott Card,Fiction,3.88,9669.0,3.900356810481824
9781400065554,American Gospel,Jon Meacham,History,3.79,1788.0,3.900294098630547
9780525948926,Atlas Shrugged,Ayn Rand,Fiction,3.68,897.0,3.900236341927933
9780618710539,Three Nights in August,H. G. Bissinger;Buzz Bissinger,Sports & Recreation,3.87,6560.0,3.900172740522888
9780413772329,Resuscitation of a Hanged Man,Denis Johnson,,3.69,958.0,3.899681849303211
9781932361278,There's No Toilet Paper... on the Road Less Traveled,Doug Lansky,Travel,3.4,403.0,3.8996042141831455
9780060987466,The Long Hard Road Out of Hell,Marilyn Manson;Neil Strauss,Biography & Autobiography,3.89,21524.0,3.8994086783733457
9780449005866,A Pirate Looks at Fifty,Jimmy Buffett,Biography & Autobiography,3.83,2927.0,3.8993361682653456
9780312352189,The Last Wife of Henry VIII,Carolly Erickson,Fiction,3.88,10519.0,3.8993089042964426
9781551665719,Shadows at Sunset,Anne Stuart,Fiction,3.63,755.0,3.89927662060074
9781595690364,"Teleny, Or, The Reverse of the Medal",Oscar Wilde,Fiction,3.68,932.0,3.8991232742455426
